Due Date,Date Completed,Task Name,Task Type,Assignees,Plantings Assigned,Location Assigned,Method,Sub-method,Input,Description,Manufacturer,OMRI,Application Rate Amount,Application Rate Amount Unit,Application Rate Area,Total Cost,Total Cost Amount,Total Cost Unit,Comments,Name Of Pest Identified,Number Of Minutes,Lines Of Drip,360 Pipe #Lines,360 Pipe Minutes,360 Pipe Heads Per Line,180 Pipe #Lines,180 Pipe Minutes,180 Pipe Heads Per Line,Total Inches,Total Gallons,Completed,Total Labor Hours
05/31/2020,06/15/2020,Transplant,Transplant,Tony Gilkerson,Celosia Cockscomb Coral Rf | CEL-COCRF 03/28/2020 ,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,Yes,
05/31/2020,06/15/2020,Transplant,Transplant,Tony Gilkerson,Ornamental Grasses Frosted Explosion | ORN-FROEX 04/30/2020 ,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,Yes,
05/31/2020,06/15/2020,Transplant,Transplant,Tony Gilkerson,Eucalyptus Silver Dollar | EUC-SILDL 02/17/2020 ,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,Yes,
05/31/2020,06/15/2020,SS: Water deeply on initial field planting,Greenhouse Activity,Tony Gilkerson,Eucalyptus Silver Dollar | EUC-SILDL 02/17/2020 ,,Seed Starting,,,"* water deeply right after planting in field
* steadily nurture for the first month
* irrigate to  keep ground moist but not soggy",,,0,,,,,,,,,,,,,,,,0.0,0.0,Yes,
05/31/2020,06/15/2020,Transplant,Transplant,Tony Gilkerson,Celosia Texas Plume SumShr | CEL-TEXSS 04/08/2020 ,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,Yes,
05/31/2020,06/15/2020,Transplant,Transplant,Tony Gilkerson,Ornamental Grasses Bunny Tails | ORN-BUNTL 04/30/2020 ,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,Yes,
05/31/2020,,SS: Water deeply on initial field planting,Greenhouse Activity,Tony Gilkerson,Celosia Texas Plume SumShr | CEL-TEXSS 04/08/2020 ,,Seed Starting,,,"* water deeply right after planting in field
* steadily nurture for the first month
* irrigate to  keep ground moist but not soggy",,,0,,,,,,,,,,,,,,,,0.0,0.0,No,
06/06/2020,06/09/2020,Direct Sow,Direct Sow,Tony Gilkerson,Sunflower Autumn Beauty Mix | SUN-AUTBX 06/06/2020 ,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,Yes,
06/06/2020,06/15/2020,Transplant,Transplant,Tony Gilkerson,Cosmos Dbl Click Bi Rose | COS-DBLCR 05/20/2020 ,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,Yes,
06/06/2020,06/15/2020,Transplant,Transplant,Tony Gilkerson,Cosmos Dbl Click Snow Puff| COS-DBLCS 05/20/2020 ,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,Yes,
06/06/2020,06/15/2020,Transplant,Transplant,Tony Gilkerson,Cosmos Double Click Mix | COS-DBLCM 05/20/2020 ,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,Yes,
06/06/2020,06/15/2020,Transplant,Transplant,Tony Gilkerson,Zinnias Queen Lime Blush | ZIN-QUELB 05/20/2020 ,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,Yes,
06/06/2020,06/15/2020,Transplant,Transplant,Tony Gilkerson,Cosmos Seashells Mix | COS-SEASM 05/14/2020 ,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,Yes,
06/07/2020,06/15/2020,Transplant,Transplant,Tony Gilkerson,Cosmos Apricot Lemonade | COS-APRIL 05/14/2020 ,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,Yes,
06/08/2020,06/08/2020,Transplant,Transplant,Tony Gilkerson,Cosmos Cupcake White | COS-CUPCW 05/20/2020 ,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,Yes,
06/08/2020,06/08/2020,Transplant,Transplant,Tony Gilkerson,Cosmos Cupcake Blush | COS-CUPBL 05/14/2020 ,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,Yes,
06/10/2020,06/10/2020,Transplant,Transplant,Tony Gilkerson,Cosmos Rubenza | COS-RUDBN 05/14/2020 ,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,Yes,
06/15/2020,,Direct Sow,Direct Sow,Tony Gilkerson,Sunflower Autumn Beauty Mix | SUN-AUTBX 06/15/2020 ,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,No,
06/27/2020,06/28/2020,Direct Sow,Direct Sow,Tony Gilkerson,Pumpkins Pipsqueak PMR | PUM-PIPSQ 06/27/2020 ,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,Yes,
06/27/2020,06/28/2020,Direct Sow,Direct Sow,Tony Gilkerson,Pumpkins Flat Stacker | PUM-FLATS 06/27/2020 ,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,Yes,
06/28/2020,06/28/2020,Direct Sow,Direct Sow,Tony Gilkerson,Gourds Ornamental Mix | GOU-ORNMX 06/28/2020 ,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,Yes,
06/28/2020,06/28/2020,Direct Sow,Direct Sow,Tony Gilkerson,Pumpkins Pipsqueak PMR | PUM-PIPSQ 06/28/2020 ,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,Yes,
06/28/2020,06/28/2020,Direct Sow,Direct Sow,Tony Gilkerson,Pumpkins Racer | PUM-RACER 06/28/2020 ,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,Yes,
06/28/2020,06/28/2020,Direct Sow,Direct Sow,Tony Gilkerson,Pumpkins Howden | PUM-HOWDN 06/28/2020 ,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,Yes,
06/28/2020,06/28/2020,Direct Sow,Direct Sow,Tony Gilkerson,Pumpkins Casper | PUM-CASPR 06/28/2020 ,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,Yes,
06/28/2020,06/28/2020,Direct Sow,Direct Sow,Tony Gilkerson,Pumpkins Flat Stacker | PUM-FLATS 06/28/2020 ,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,Yes,
07/08/2020,,Direct Sow,Direct Sow,Tony Gilkerson,Gypsophila (Baby's Breath) Covent | GYP-COVEN 07/08/2020 ,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,No,
07/08/2020,,Direct Sow,Direct Sow,Tony Gilkerson,Basil Mrs. Burn's Lemon | BAS-MRSBL 07/08/2020 ,,,,,,,,0,,,,,,,,,,,,,,,,0.0,0.0,No,
07/08/2020,,Direct Sow,Direct Sow,Tony Gilkerson,Cress Emerald Beads | CRE-EMEBD 07/08/2020 ,,,,,,,,0,,,,,,,,,,,,,,,,0.0,0.0,No,
07/08/2020,,Direct Sow,Direct Sow,Tony Gilkerson,Amaranthus Hot Biscuits | AMA-HOTBC 07/08/2020 ,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,No,
07/08/2020,,Direct Sow,Direct Sow,Tony Gilkerson,Mignonette White Mignonette | MIG-WHITE 07/08/2020 ,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,No,
07/08/2020,,Direct Sow,Direct Sow,Tony Gilkerson,Cress Emerald Beads | CRE-EMEBD 07/08/2020 ,,,,,,,,0,,,,,,,,,,,,,,,,0.0,0.0,No,
07/08/2020,,Direct Sow,Direct Sow,Tony Gilkerson,Cress Pennycress | CRE-PENCR 07/08/2020 ,,,,,,,,0,,,,,,,,,,,,,,,,0.0,0.0,No,
07/09/2020,,Direct Sow,Direct Sow,Tony Gilkerson,Cress Wrinkled Crinkled | CRE-WRICR 07/09/2020 ,,,,,,,,0,,,,,,,,,,,,,,,,0.0,0.0,No,
07/09/2020,,Direct Sow,Direct Sow,Tony Gilkerson,Cress Pennycress | CRE-PENCR 07/09/2020 ,,,,,,,,0,,,,,,,,,,,,,,,,0.0,0.0,No,
08/01/2020,,BES: Add support,Support,Tony Gilkerson,Rudbeckia (Black-Eyed Susan) Cherry Brandy | RUD-CHEBR 02/15/2020 ,,,,,"Add in the field growing support, either netting or corralling.",,,0,,,,,,,,,,,,,,,,0.0,0.0,No,
08/01/2020,,BES: Add support,Support,Tony Gilkerson,Rudbeckia (Black-Eyed Susan) Chim Chiminee Mix | RUD-CHIMX 02/15/2020 ,,,,,"Add in the field growing support, either netting or corralling.",,,0,,,,,,,,,,,,,,,,0.0,0.0,No,
08/01/2020,,BES: Add support,Support,Tony Gilkerson,Rudbeckia (Black-Eyed Susan) Denver Daisy | RUD-DENDA 02/15/2020 ,,,,,"Add in the field growing support, either netting or corralling.",,,0,,,,,,,,,,,,,,,,0.0,0.0,No,
08/01/2020,,BES: Add support,Support,Tony Gilkerson,Rudbeckia (Black-Eyed Susan) Praire Sun | RUD-PRASN 02/15/2020 ,,,,,"Add in the field growing support, either netting or corralling.",,,0,,,,,,,,,,,,,,,,0.0,0.0,No,
08/01/2020,,BES: Add support,Support,Tony Gilkerson,Rudbeckia (Black-Eyed Susan) Sahara | RUD-SAHAR 02/15/2020 ,,,,,"Add in the field growing support, either netting or corralling.",,,0,,,,,,,,,,,,,,,,0.0,0.0,No,
08/29/2020,,EUC: Add support,Support,Tony Gilkerson,Eucalyptus Silver Dollar | EUC-SILDL 02/17/2020 ,,,,,"Add in the field growing support, either netting or corralling.",,,0,,,,,,,,,,,,,,,,0.0,0.0,No,
08/29/2020,,EUC: Add support,Support,Tony Gilkerson,Eucalyptus Silver Dollar | EUC-SILDL 02/17/2020 ,,,,,"Add in the field growing support, either netting or corralling.",,,0,,,,,,,,,,,,,,,,0.0,0.0,No,
08/29/2020,,EUC: Add support,Support,Tony Gilkerson,Eucalyptus Silver Dollar | EUC-SILDL 02/17/2020 ,,,,,"Add in the field growing support, either netting or corralling.",,,0,,,,,,,,,,,,,,,,0.0,0.0,No,
08/29/2020,,EUC: Add support,Support,Tony Gilkerson,Eucalyptus Silver Dollar | EUC-SILDL 02/17/2020 ,,,,,"Add in the field growing support, either netting or corralling.",,,0,,,,,,,,,,,,,,,,0.0,0.0,No,
